id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
443,Purcell,Duncanson,Purcell.Duncanson@datascience.aot.com,Male,Silver,PhD,$239.86,$754.74,Denver,CO
444,Vernen,Gillingham,Vernen.Gillingham@datascience.aot.com,Male,Gold,Master Degree,$334.71,$3729.98,Reading,PA
445,Retha,Watsham,Retha.Watsham@datascience.aot.com,Female,Platnium,Bachelor Degree,$263.58,$588.27,Saint Paul,MN
446,Nico,Ogles,Nico.Ogles@datascience.aot.com,Male,Silver,High School Diploma,$369.52,$603.25,Savannah,GA
447,Melinda,Gauch,Melinda.Gauch@datascience.aot.com,Female,Gold,Some College,$214.46,$4477.48,Saint Louis,MO
448,Lucinda,Davidek,Lucinda.Davidek@datascience.aot.com,Female,Gold,Bachelor Degree,$302.62,$2073.61,Denver,CO
449,Fons,Florentine,Fons.Florentine@datascience.aot.com,Male,Platnium,Some College,$268.88,$1379.25,Grand Rapids,MI
450,Helenka,Hulance,Helenka.Hulance@datascience.aot.com,Genderqueer,Platnium,Bachelor Degree,$176.67,$2505.11,,
451,Lay,Bentham3,Lay.Bentham3@datascience.aot.com,Male,Silver,Master Degree,$181.19,$3110.47,Little Rock,AR
452,Nadean,Graysmark,Nadean.Graysmark@datascience.aot.com,Female,Gold,PhD,$374.48,$4079.74,Atlanta,GA
453,Shepard,Polden,Shepard.Polden@datascience.aot.com,Male,Gold,PhD,$398.47,$1274.95,Amarillo,TX
454,Mitchell,Godehard.sf,Mitchell.Godehard.sf@datascience.aot.com,Male,None,High School Diploma,$376.33,$3479.00,Washington,DC
455,Dinnie,Orrom,Dinnie.Orrom@datascience.aot.com,Female,Silver,Bachelor Degree,$230.23,$426.54,Marietta,GA
456,Alf,Lammerding,Alf.Lammerding@datascience.aot.com,Male,Silver,Bachelor Degree,$356.51,$1083.47,New Orleans,LA
457,Westbrooke,Sparshatt,Westbrooke.Sparshatt@datascience.aot.com,Male,Platnium,Master Degree,$345.86,$2214.96,Peoria,IL
458,Gregorius,Chopy,Gregorius.Chopy@datascience.aot.com,Male,Gold,Some College,$300.19,$2564.23,Madison,WI
459,Saunders,Tolfrey,Saunders.Tolfrey@datascience.aot.com,Male,Gold,Master Degree,$302.55,$925.78,Amarillo,TX
460,Pavlov,Biasioni,Pavlov.Biasioni@datascience.aot.com,Male,Silver,Master Degree,$187.26,$1424.98,Atlanta,GA
461,Harwilll,Connow,Harwilll.Connow@datascience.aot.com,Male,Gold,PhD,$374.19,$3900.09,San Antonio,TX
462,Jinny,Hannant,Jinny.Hannant@datascience.aot.com,Genderfluid,Platnium,PhD,$210.15,$4421.79,San Francisco,CA
463,Maureen,Occleshaw,Maureen.Occleshaw@datascience.aot.com,Female,Silver,Master Degree,$161.24,$4834.04,,
464,Noell,Lempertz,Noell.Lempertz@datascience.aot.com,Female,Platnium,Bachelor Degree,$213.27,$4442.23,Albuquerque,NM
465,Ricki,Howles,Ricki.Howles@datascience.aot.com,Non-binary,None,Some College,$210.99,$4926.39,Baltimore,MD
466,Tory,Dinsell,Tory.Dinsell@datascience.aot.com,Female,Gold,PhD,$375.35,$2360.41,Albuquerque,NM
467,Florry,Roon,Florry.Roon@datascience.aot.com,Genderfluid,Silver,Some College,$201.41,$555.24,Alpharetta,GA
468,Pietro,Jacquet,Pietro.Jacquet@datascience.aot.com,Genderqueer,Platnium,Some College,$362.84,$2042.91,Chicago,IL
469,Gabriel,Giovannacc@i,Gabriel.Giovannacc@i@datascience.aot.com,Female,Silver,Some College,$221.82,$884.60,Bozeman,MT
470,Paulie,Crocetto,Paulie.Crocetto@datascience.aot.com,Male,None,Master Degree,$371.83,$857.65,Madison,WI
471,Nan,Liddyard,Nan.Liddyard@datascience.aot.com,Female,Platnium,High School Diploma,$170.61,$1811.64,Amarillo,TX
472,Vidovic,Giovanetti,Vidovic.Giovanetti@datascience.aot.com,Male,Platnium,Bachelor Degree,$296.04,$3212.04,Hayward,CA
473,Freeman,Collinwood,Freeman.Collinwood@datascience.aot.com,Male,Platnium,,,,San Francisco,CA
474,Corbin,Winterbourne,Corbin.Winterbourne@datascience.aot.com,Male,Gold,PhD,$160.18,$2442.11,Chattanooga,TN
475,Janot,Karys,Janot.Karys@datascience.aot.com,Female,Platnium,High School Diploma,$380.12,$1384.77,Billings,MT
476,Inge,Kynoch,Inge.Kynoch@datascience.aot.com,Female,None,Master Degree,$214.38,$2813.31,Hartford,CT
477,Ema,Prestner,Ema.Prestner@datascience.aot.com,Female,Gold,Master Degree,$355.43,$2386.20,Lancaster,CA
478,Earvin,Dahlgren,Earvin.Dahlgren@datascience.aot.com,Male,Silver,,,,Albany,NY
479,Aubine,McCormick,Aubine.McCormick@datascience.aot.com,Female,None,Master Degree,$287.36,$3830.75,Jacksonville,FL
480,Nancy,Golsworthy,Nancy.Golsworthy@datascience.aot.com,Female,Gold,PhD,$215.55,$1380.44,Philadelphia,PA
481,Taddeusz,Sked,Taddeusz.Sked@datascience.aot.com,Male,Gold,PhD,$296.51,$1042.99,Fargo,ND
482,Valle,Josipovic,Valle.Josipovic@datascience.aot.com,Male,Gold,Bachelor Degree,$181.52,$2264.12,New York City,NY
483,Frankie,Toon,Frankie.Toon@datascience.aot.com,Agender,Gold,,,,Salt Lake City,UT
484,Cody,Kenningham,Cody.Kenningham@datascience.aot.com,Male,None,High School Diploma,$273.83,$2734.02,Providence,RI
485,Henka,Eseler,Henka.Eseler@datascience.aot.com,Female,Gold,PhD,$197.97,$927.12,Hartford,CT
486,Kipper,Keitley,Kipper.Keitley@datascience.aot.com,Male,Gold,Master Degree,$325.17,$2184.77,Washington,DC
487,Ashely,Bartot,Ashely.Bartot@datascience.aot.com,Female,Silver,,,,Reno,NV
488,Cicily,Veivers,Cicily.Veivers@datascience.aot.com,Female,Platnium,Master Degree,$388.05,$584.72,White Plains,NY
489,Harlen,Pumphreys,Harlen.Pumphreys@datascience.aot.com,Male,Silver,PhD,$276.86,$1366.75,,
490,Karrah,Croisdall,Karrah.Croisdall@datascience.aot.com,Female,Gold,Some College,$323.84,$4132.53,Hialeah,FL
491,Daveta,Rumens,Daveta.Rumens@datascience.aot.com,Female,Silver,High School Diploma,$390.14,$2675.73,Huntington,WV
492,Todd,Beszant,Todd.Beszant@datascience.aot.com,Male,Silver,Some College,$188.62,$3188.82,Portland,OR
493,Jeffie,Adamini,Jeffie.Adamini@datascience.aot.com,Male,Gold,High School Diploma,$276.19,$4265.49,Orange,CA
494,Horace,Pabel,Horace.Pabel@datascience.aot.com,Male,None,High School Diploma,$217.69,$3757.97,,
495,Bone,Dunton,Bone.Dunton@datascience.aot.com,Male,Silver,High School Diploma,$190.67,$1710.89,Simi Valley,CA
496,Petr,Binnie,Petr.Binnie@datascience.aot.com,Male,Silver,High School Diploma,$315.22,$1368.45,,
497,Baron,Arndtsen,Baron.Arndtsen@datascience.aot.com,Male,Platnium,Master Degree,$197.99,$1532.37,,
498,Corabelle,Schubuser,Corabelle.Schubuser@datascience.aot.com,Agender,Silver,Bachelor Degree,$352.55,$478.95,Grand Rapids,MI
499,Cly,Doumer,Cly.Doumer@datascience.aot.com,Male,Platnium,PhD,$151.51,$2857.88,Duluth,GA
500,Rainer,Jurisch,Rainer.Jurisch@datascience.aot.com,Male,Silver,Bachelor Degree,$270.05,$1036.85,Dearborn,MI
501,Desirae,Kopelman,Desirae.Kopelman@datascience.aot.com,Female,Gold,High School Diploma,$369.05,$1609.83,Salt Lake City,UT
502,Oriana,Rembrant,Oriana.Rembrant@datascience.aot.com,Female,Silver,PhD,$226.01,$2244.39,Homestead,FL
503,Brigitte,Rennicks,Brigitte.Rennicks@datascience.aot.com,Female,Silver,Master Degree,$385.53,$4507.66,Washington,DC
504,Sloane,Leads,Sloane.Leads@datascience.aot.com,Male,Gold,High School Diploma,$242.12,$1989.73,Tampa,FL
505,Alanson,Courtier,Alanson.Courtier@datascience.aot.com,Agender,Silver,Some College,$271.93,$1446.05,Tulsa,OK
506,Care,Humbles,Care.Humbles@datascience.aot.com,Male,Platnium,Master Degree,$231.06,$526.22,Roanoke,VA
507,Arin,Botler,Arin.Botler@datascience.aot.com,Male,Silver,Master Degree,$273.69,$3964.16,Rockville,MD
508,Valera,Platfoot,Valera.Platfoot@datascience.aot.com,Female,None,,,,,
509,Oren,Wakerley,Oren.Wakerley@datascience.aot.com,Male,None,PhD,$322.14,$1040.21,Portland,OR
510,Welch,Sapsforde,Welch.Sapsforde@datascience.aot.com,Male,Gold,Some College,$272.14,$1023.31,Sacramento,CA
511,Hyacinthia,Burnup,Hyacinthia.Burnup@datascience.aot.com,Female,Silver,Master Degree,$361.69,$2981.64,,
512,Merwyn,Robey,Merwyn.Robey@datascience.aot.com,Male,Gold,Some College,$325.94,$1526.96,Muncie,IN
513,Boy,Figg,Boy.Figg@datascience.aot.com,Male,Platnium,Bachelor Degree,$384.26,$4631.23,Buffalo,NY
514,Lyle,Cullum,Lyle.Cullum@datascience.aot.com,Male,Platnium,,,,Durham,NC
515,Ronnie,Sharram,Ronnie.Sharram@datascience.aot.com,Male,Silver,Bachelor Degree,$326.70,$3328.74,New York City,NY
516,Harlan,Jollie,Harlan.Jollie@datascience.aot.com,Male,Platnium,Some College,$249.31,$4148.48,Saint Joseph,MO
517,Adria,Kenyon,Adria.Kenyon@datascience.aot.com,Female,Gold,High School Diploma,$150.71,$4368.37,Indianapolis,IN
518,Parry,Gianetti,Parry.Gianetti@datascience.aot.com,Male,Silver,Master Degree,$240.54,$3960.64,Greenville,SC
519,Frances,Buzek,Frances.Buzek@datascience.aot.com,Female,None,High School Diploma,$373.72,$1722.73,Sioux Falls,SD
520,Hildegaard,McCloch,Hildegaard.McCloch@datascience.aot.com,Female,None,Bachelor Degree,$242.72,$2876.64,Charlotte,NC
521,Alix,Greswell,Alix.Greswell@datascience.aot.com,Male,Gold,PhD,$338.65,$3275.24,Washington,DC
522,Ginevra,McGilbon,Ginevra.McGilbon@datascience.aot.com,Female,Platnium,Master Degree,$280.87,$2829.58,Orange,CA
523,Sawyer,Ferreli,Sawyer.Ferreli@datascience.aot.com,Male,Gold,Some College,$170.06,$1160.76,Jacksonville,FL
524,Gibby,Goodenough,Gibby.Goodenough@datascience.aot.com,Male,Platnium,Bachelor Degree,$374.65,$4912.59,Los Angeles,CA
525,Keelia,Hallstone,Keelia.Hallstone@datascience.aot.com,Female,Silver,Bachelor Degree,$344.11,$2069.03,Concord,CA
526,Ashley,O'Logan,Ashley.O'Logan@datascience.aot.com,Male,Platnium,High School Diploma,$227.84,$2366.77,Tampa,FL
527,Trish,Fautly,Trish.Fautly@datascience.aot.com,Female,Silver,Some College,$344.56,$3133.02,Saint Louis,MO
528,Esteban,McLenahan,Esteban.McLenahan@datascience.aot.com,Male,Silver,Some College,$159.83,$435.86,San Francisco,CA
529,Pieter,Panniers,Pieter.Panniers@datascience.aot.com,Male,Silver,Master Degree,$249.09,$2580.32,,
530,Gilberto,Biasetti,Gilberto.Biasetti@datascience.aot.com,Male,Platnium,Some College,$240.29,$4231.24,Columbia,MO
531,Igor,Blue,Igor.Blue@datascience.aot.com,Male,Platnium,PhD,$210.30,$4607.40,Merrifield,VA
532,Gertrude,Moultrie,Gertrude.Moultrie@datascience.aot.com,Female,Platnium,Some College,$247.42,$2462.61,Melbourne,FL
533,Hollis,Gerleit,Hollis.Gerleit@datascience.aot.com,Male,Platnium,Some College,$221.29,$1482.38,Portland,OR
534,Dene,McGreay,Dene.McGreay@datascience.aot.com,Male,Platnium,High School Diploma,$363.81,$4589.05,Oklahoma City,OK
535,Cathryn,Sarson,Cathryn.Sarson@datascience.aot.com,Non-binary,Platnium,Master Degree,$323.98,$4128.07,Woburn,MA
536,Lucky,Shafier,Lucky.Shafier@datascience.aot.com,Female,Silver,Some College,$297.84,$2175.58,Boulder,CO
537,Ivar,McRitchie,Ivar.McRitchie@datascience.aot.com,Male,Silver,Master Degree,$364.58,$3067.62,Evansville,IN
538,Temp,Forman,Temp.Forman@datascience.aot.com,Male,Silver,Bachelor Degree,$238.50,$4529.43,Pittsburgh,PA
539,Linea,Seilmann,Linea.Seilmann@datascience.aot.com,Female,Silver,Some College,$305.47,$830.12,Pompano Beach,FL
540,Elia,Groger,Elia.Groger@datascience.aot.com,Male,Silver,PhD,$226.17,$4068.61,Muskegon,MI
541,Grenville,Tarpey,Grenville.Tarpey@datascience.aot.com,Male,Platnium,Master Degree,$239.95,$4092.24,Minneapolis,MN
542,Maury,Everleigh,Maury.Everleigh@datascience.aot.com,Male,Platnium,PhD,$356.35,$2381.10,Atlanta,GA
543,Cherie,Rollinshaw,Cherie.Rollinshaw@datascience.aot.com,Female,Silver,PhD,$202.37,$747.94,Wilmington,DE
544,Thurstan,Gregolin,Thurstan.Gregolin@datascience.aot.com,Male,Platnium,Some College,$241.88,$3287.61,Cincinnati,OH
545,Zitella,Noah,Zitella.Noah@datascience.aot.com,Female,Platnium,Some College,$356.72,$2918.87,Milwaukee,WI
546,Lamont,Crewdson,Lamont.Crewdson@datascience.aot.com,Male,None,Some College,$279.28,$4215.54,Santa Monica,CA
547,Nil,Bostock,Nil.Bostock@datascience.aot.com,Male,Silver,Bachelor Degree,$298.37,$994.83,Des Moines,IA
548,Bruis,Wretham,Bruis.Wretham@datascience.aot.com,Male,Platnium,Bachelor Degree,$396.70,$1435.92,San Francisco,CA
549,Claudell,FitzGibbon,Claudell.FitzGibbon@datascience.aot.com,Non-binary,Silver,High School Diploma,$301.30,$2432.23,Vero Beach,FL
550,Kippy,Schoolcroft,Kippy.Schoolcroft@datascience.aot.com,Female,None,Some College,$185.17,$4236.67,Cleveland,OH
551,Cori,Tomashov,Cori.Tomashov@datascience.aot.com,Female,Silver,Master Degree,$280.16,$1615.47,Laurel,MD
552,Brook,Dubs,Brook.Dubs@datascience.aot.com,Genderqueer,None,PhD,$347.74,$1758.04,Glendale,AZ
553,Camellia,Wreiford,Camellia.Wreiford@datascience.aot.com,Female,Silver,Bachelor Degree,$354.70,$1503.96,Houston,TX
554,Noelyn,Pantecost,Noelyn.Pantecost@datascience.aot.com,Female,Gold,Master Degree,$256.10,$4354.17,Pittsburgh,PA
555,Bertie,Raitie,Bertie.Raitie@datascience.aot.com,Male,None,PhD,$324.80,$3504.39,Washington,DC
556,Iona,Vondra,Iona.Vondra@datascience.aot.com,Female,Platnium,Bachelor Degree,$284.19,$2198.91,Las Vegas,NV
557,Hilton,Buncher,Hilton.Buncher@datascience.aot.com,Male,Silver,Some College,$386.53,$1870.78,New Orleans,LA
558,Mollie,Bonifant,Mollie.Bonifant@datascience.aot.com,Non-binary,Platnium,High School Diploma,$276.10,$2843.77,San Bernardino,CA
559,Florella,Wiggett,Florella.Wiggett@datascience.aot.com,Female,None,Some College,$200.86,$2623.38,Sacramento,CA
560,Nichols,Tollerfield,Nichols.Tollerfield@datascience.aot.com,Male,Platnium,Bachelor Degree,$395.41,$2213.17,,
561,Demetri,Turvey,Demetri.Turvey@datascience.aot.com,Male,Gold,High School Diploma,$397.57,$3817.54,Lakeland,FL
562,Currie,Perrin,Currie.Perrin@datascience.aot.com,Male,Platnium,Some College,$152.63,$1435.44,Tempe,AZ
563,Langston,Platfoot,Langston.Platfoot@datascience.aot.com,Male,None,Some College,$267.35,$948.89,Rochester,NY
564,Loutitia,Fetters,Loutitia.Fetters@datascience.aot.com,Female,Silver,Bachelor Degree,$253.08,$2723.16,Saint Louis,MO
565,Gaynor,Quidenham,Gaynor.Quidenham@datascience.aot.com,Female,Platnium,High School Diploma,$203.15,$4967.09,Wilmington,NC
566,Gal,Burgh,Gal.Burgh@datascience.aot.com,Male,None,PhD,$191.56,$4927.44,Mansfield,OH
567,Feodora,Havenhand,Feodora.Havenhand@datascience.aot.com,Female,Gold,PhD,$168.84,$1157.87,New York City,NY
568,Hamlen,MacAndie,Hamlen.MacAndie@datascience.aot.com,Male,None,PhD,$376.09,$788.12,Richmond,VA
569,Carce,Dinsey,Carce.Dinsey@datascience.aot.com,Male,Platnium,Bachelor Degree,$315.90,$1416.25,Houston,TX
570,Cherey,Cornelissen,Cherey.Cornelissen@datascience.aot.com,Female,Platnium,PhD,$217.39,$2459.41,Tampa,FL
571,Armstrong,Scotchforth,Armstrong.Scotchforth@datascience.aot.com,Male,None,High School Diploma,$261.16,$3352.97,Brooklyn,NY
572,Fayina,Hillitt,Fayina.Hillitt@datascience.aot.com,Female,None,High School Diploma,$383.92,$4725.07,Hyattsville,MD
573,Asa,Tulk,Asa.Tulk@datascience.aot.com,Male,Platnium,Bachelor Degree,$324.51,$1293.24,Lubbock,TX
574,Pen,Croxley,Pen.Croxley@datascience.aot.com,Male,None,PhD,$204.34,$2027.30,Flint,MI
575,Carly,Banham,Carly.Banham@datascience.aot.com,Female,Platnium,Some College,$280.61,$653.79,New York City,NY
576,Bancroft,Sarney,Bancroft.Sarney@datascience.aot.com,Male,None,Master Degree,$197.19,$935.06,Phoenix,AZ
577,Nelli,Swindells,Nelli.Swindells@datascience.aot.com,Female,Platnium,High School Diploma,$222.21,$2728.09,Indianapolis,IN
578,Roderick,Westmorland,Roderick.Westmorland@datascience.aot.com,Male,Platnium,High School Diploma,$173.94,$652.09,Toledo,OH
579,Padget,Franchi,Padget.Franchi@datascience.aot.com,Male,None,Master Degree,$291.45,$956.78,Evanston,IL
580,Mariann,Savary,Mariann.Savary@datascience.aot.com,Female,Silver,PhD,$361.15,$763.97,Tyler,TX
581,Sloane,Scadding,Sloane.Scadding@datascience.aot.com,Agender,Gold,PhD,$155.83,$3265.75,Tampa,FL
582,Sam,McTear,Sam.McTear@datascience.aot.com,Female,Gold,Some College,$182.99,$736.25,,
583,Gunar,Bearns,Gunar.Bearns@datascience.aot.com,Male,None,Some College,$205.18,$3216.97,Lansing,MI
584,Francis,Barajaz,Francis.Barajaz@datascience.aot.com,Male,Platnium,PhD,$171.92,$2826.62,Knoxville,TN
585,Gradey,Dalton,Gradey.Dalton@datascience.aot.com,Male,Silver,PhD,$280.98,$606.78,Hamilton,OH
586,Letti,Lowde,Letti.Lowde@datascience.aot.com,Female,Gold,Master Degree,$388.45,$610.39,Huntington,WV
587,Chicky,Ivimy,Chicky.Ivimy@datascience.aot.com,Female,Platnium,High School Diploma,$283.56,$4261.73,Tyler,TX
588,Terrill,Calderon,Terrill.Calderon@datascience.aot.com,Male,None,PhD,$176.10,$4269.88,Amarillo,TX
589,Gilli,Edison,Gilli.Edison@datascience.aot.com,Female,Platnium,Master Degree,$190.98,$2513.37,Arlington,VA
590,Elly,Houseman,Elly.Houseman@datascience.aot.com,Female,Gold,Master Degree,$391.32,$4268.87,Norfolk,VA
591,Clotilda,Grahl,Clotilda.Grahl@datascience.aot.com,Female,Gold,Some College,$353.39,$4574.53,Tampa,FL
592,Johnny,Bourdon,Johnny.Bourdon@datascience.aot.com,Male,Platnium,PhD,$233.76,$4398.53,Memphis,TN
593,Golda,Keynes,Golda.Keynes@datascience.aot.com,Non-binary,Platnium,Bachelor Degree,$316.77,$2204.70,Buffalo,NY
594,Loise,Howe,Loise.Howe@datascience.aot.com,Female,Gold,Bachelor Degree,$236.13,$1508.03,Dayton,OH
595,Meagan,Culleford,Meagan.Culleford@datascience.aot.com,Female,None,Master Degree,$168.10,$1646.95,Columbus,GA
596,Alena,McCandie,Alena.McCandie@datascience.aot.com,Female,None,Master Degree,$371.15,$1624.18,Gilbert,AZ
597,Belita,Shrieve,Belita.Shrieve@datascience.aot.com,Female,Gold,High School Diploma,$336.35,$1120.33,San Francisco,CA
598,Rossie,Rasp,Rossie.Rasp@datascience.aot.com,Male,Gold,Some College,$327.15,$1529.81,,
599,Lidia,Trott,Lidia.Trott@datascience.aot.com,Female,Platnium,High School Diploma,$307.46,$2174.64,Toledo,OH
600,Ritchie,Gorey,Ritchie.Gorey@datascience.aot.com,Male,Silver,High School Diploma,$234.17,$741.81,San Diego,CA
601,Roda,Ghion,Roda.Ghion@datascience.aot.com,Female,Platnium,Some College,$365.20,$1155.90,Abilene,TX
602,Uri,Pollie,Uri.Pollie@datascience.aot.com,Male,Gold,High School Diploma,$346.41,$3905.71,Philadelphia,PA
603,Ransell,Loren,Ransell.Loren@datascience.aot.com,Male,Platnium,Master Degree,$199.25,$1524.39,,
604,Dallis,Ambrogini,Dallis.Ambrogini@datascience.aot.com,Genderfluid,Silver,Some College,$284.09,$3368.57,Lansing,MI
605,Karena,Cushelly,Karena.Cushelly@datascience.aot.com,Female,Silver,PhD,$394.83,$4176.45,Arlington,VA
606,Therine,MacLeese,Therine.MacLeese@datascience.aot.com,Female,Platnium,High School Diploma,$329.58,$1237.17,Fairfield,CT
607,Maris,Cruise,Maris.Cruise@datascience.aot.com,Female,Platnium,Master Degree,$285.21,$4238.91,Jamaica,NY
608,Dodi,Pratley,Dodi.Pratley@datascience.aot.com,Female,Platnium,PhD,$289.12,$4949.18,Saint Louis,MO
609,Leonard,Aleksandrikin,Leonard.Aleksandrikin@datascience.aot.com,Male,Silver,,,,Saint Paul,MN
610,Darby,Radborn,Darby.Radborn@datascience.aot.com,Male,Silver,Some College,$192.83,$4622.71,Amarillo,TX
611,Eleni,Curman,Eleni.Curman@datascience.aot.com,Female,Gold,Some College,$359.09,$4014.06,,
612,Kora,Dockrell,Kora.Dockrell@datascience.aot.com,Female,Platnium,Bachelor Degree,$193.85,$2420.52,Loretto,MN
613,Evanne,Halso,Evanne.Halso@datascience.aot.com,Female,Silver,Bachelor Degree,$318.47,$4705.76,,
614,Finlay,Brigdale,Finlay.Brigdale@datascience.aot.com,Male,Gold,High School Diploma,$181.51,$935.38,,
615,Brinna,Batchley,Brinna.Batchley@datascience.aot.com,Female,None,Some College,$340.95,$3120.55,Gainesville,FL
616,Ralph,Haines,Ralph.Haines@datascience.aot.com,Genderfluid,Silver,High School Diploma,$213.54,$3579.56,Los Angeles,CA
617,Lorilee,Viggars,Lorilee.Viggars@datascience.aot.com,Female,Silver,Some College,$211.39,$2359.26,Newark,DE
618,Nesta,Fitch,Nesta.Fitch@datascience.aot.com,Female,None,Bachelor Degree,$313.41,$3424.58,Washington,DC
619,Granville,Ensten,Granville.Ensten@datascience.aot.com,Male,Platnium,Some College,$311.03,$1468.39,,
620,Verge,Joderli,Verge.Joderli@datascience.aot.com,Male,Gold,Some College,$351.95,$3917.60,Silver Spring,MD
621,Nelie,Chellingworth,Nelie.Chellingworth@datascience.aot.com,Female,Platnium,PhD,$366.13,$868.51,,
622,Magnum,Pallesen,Magnum.Pallesen@datascience.aot.com,Genderqueer,None,Bachelor Degree,$302.02,$4354.98,Washington,DC
623,Garvy,Thoresby,Garvy.Thoresby@datascience.aot.com,Non-binary,Platnium,,,,Kent,WA
624,Stefan,Colliar,Stefan.Colliar@datascience.aot.com,Male,Gold,Some College,$254.64,$3779.00,Syracuse,NY
625,Aubert,Halwill,Aubert.Halwill@datascience.aot.com,Non-binary,Gold,PhD,$265.69,$3174.38,Richmond,VA
626,Lil,Grotty,Lil.Grotty@datascience.aot.com,Non-binary,Silver,Bachelor Degree,$377.34,$3094.17,Honolulu,HI
627,Walden,Deevey,Walden.Deevey@datascience.aot.com,Male,Silver,Master Degree,$366.22,$4410.28,Joliet,IL
628,Whittaker,Liddall,Whittaker.Liddall@datascience.aot.com,Male,Platnium,Some College,$386.24,$2751.81,Columbia,SC
629,Ashely,Flowers,Ashely.Flowers@datascience.aot.com,Female,Platnium,High School Diploma,$265.98,$1567.39,Spokane,WA
630,Poppy,Castanyer,Poppy.Castanyer@datascience.aot.com,Female,Gold,Master Degree,$328.45,$2713.59,Memphis,TN
631,Phillip,Roma,Phillip.Roma@datascience.aot.com,Male,Gold,Bachelor Degree,$264.31,$2492.29,Trenton,NJ
632,Ira,Ducrow,Ira.Ducrow@datascience.aot.com,Female,Gold,PhD,$192.71,$3010.20,Sacramento,CA
633,Blakeley,Munnings,Blakeley.Munnings@datascience.aot.com,Female,Platnium,Bachelor Degree,$280.86,$3585.33,Houston,TX
634,Arnaldo,Haskell,Arnaldo.Haskell@datascience.aot.com,Male,Silver,Bachelor Degree,$291.86,$2024.45,Dayton,OH
635,Morlee,Ateridge,Morlee.Ateridge@datascience.aot.com,Male,Gold,Some College,$337.13,$2371.35,Seattle,WA
636,Rosmunda,De Pietri,Rosmunda.De Pietri@datascience.aot.com,Female,Gold,PhD,$373.25,$2136.63,Boca Raton,FL
637,Brooke,Boylan,Brooke.Boylan@datascience.aot.com,Male,Silver,Bachelor Degree,$366.22,$3310.17,Frederick,MD
638,Cassandre,Dombrell,Cassandre.Dombrell@datascience.aot.com,Female,Silver,PhD,$340.85,$1719.71,,
639,Cristy,Reck,Cristy.Reck@datascience.aot.com,Female,Platnium,Master Degree,$268.06,$2308.07,Charlotte,NC
640,Danya,Amer,Danya.Amer@datascience.aot.com,Polygender,None,Some College,$371.65,$2182.21,,
641,Catherin,Stadden,Catherin.Stadden@datascience.aot.com,Female,Silver,Bachelor Degree,$263.06,$1608.84,Roanoke,VA
642,Janice,Docharty,Janice.Docharty@datascience.aot.com,Female,Gold,Bachelor Degree,$357.15,$899.72,,
643,Carr,Todarini,Carr.Todarini@datascience.aot.com,Male,Gold,Master Degree,$368.43,$4892.01,Boston,MA
644,Avis,Kobieriecki,Avis.Kobieriecki@datascience.aot.com,Non-binary,Gold,PhD,$171.72,$4361.82,Miami,FL
645,Priscella,Byers,Priscella.Byers@datascience.aot.com,Female,Gold,,,,Austin,TX
646,Eba,Daniellot,Eba.Daniellot@datascience.aot.com,Female,Silver,Master Degree,$366.62,$520.57,Lexington,KY
647,Redd,Lindstedt,Redd.Lindstedt@datascience.aot.com,Male,Silver,PhD,$169.25,$3418.09,Austin,TX
648,Von,Clemenzo,Von.Clemenzo@datascience.aot.com,Non-binary,Silver,PhD,$330.53,$1994.71,Las Vegas,NV
649,Gus,Gooderridge,Gus.Gooderridge@datascience.aot.com,Male,Gold,PhD,$376.27,$4647.98,Los Angeles,CA
650,Laurette,Lissaman,Laurette.Lissaman@datascience.aot.com,Female,Platnium,Bachelor Degree,$156.92,$3240.27,Charleston,WV
651,Arri,Rudyard,Arri.Rudyard@datascience.aot.com,Male,Gold,PhD,$395.20,$4301.61,Chicago,IL
652,Any,Matthiesen,Any.Matthiesen@datascience.aot.com,Male,None,,,,New York City,NY
653,Reeba,Heers,Reeba.Heers@datascience.aot.com,Female,Platnium,,,,Glendale,CA
654,Nerta,Ashlee,Nerta.Ashlee@datascience.aot.com,Female,Silver,PhD,$282.63,$1859.32,New York City,NY
655,Sheridan,Dronsfield,Sheridan.Dronsfield@datascience.aot.com,Male,Gold,Bachelor Degree,$310.92,$4862.11,Fort Worth,TX
656,Alta,Djorevic,Alta.Djorevic@datascience.aot.com,Female,Silver,PhD,$308.70,$682.15,,
657,Guglielma,Lowrance,Guglielma.Lowrance@datascience.aot.com,Female,Silver,PhD,$262.40,$2819.09,San Antonio,TX
658,Iolande,Callar,Iolande.Callar@datascience.aot.com,Female,Silver,Master Degree,$340.01,$1895.44,Syracuse,NY
659,Karim,Philot,Karim.Philot@datascience.aot.com,Male,None,Bachelor Degree,$238.21,$4600.63,,
660,Fayth,Causton,Fayth.Causton@datascience.aot.com,Female,None,Master Degree,$179.48,$4702.97,Sacramento,CA
661,Laughton,Rozalski,Laughton.Rozalski@datascience.aot.com,Male,Silver,Some College,$212.63,$789.46,Henderson,NV
662,Jodie,Lechmere,Jodie.Lechmere@datascience.aot.com,Male,None,Some College,$202.25,$3675.97,Saint Louis,MO
663,Arlinda,Wyd,Arlinda.Wyd@datascience.aot.com,Female,Gold,Master Degree,$158.13,$787.55,Monticello,MN
664,Brenn,Tapping,Brenn.Tapping@datascience.aot.com,Female,Gold,Master Degree,$298.41,$1296.86,Las Vegas,NV
